scenario,T,TECH,TYPE,F,value
S0,T0863,VF6,BP,municipal waste,17136.0
S0,T0863,HOB_EL,HO,electricity,7166.0298
S0,T0863,HOB_NG,HO,natural gas,14549.260466624131
S0,T0863,HP_AIR,HO,electricity,193.96053992
S0,T0864,FC,CO,electricity,2.317945627705628
S0,T0864,ARC,BP,municipal waste,34272.0
S0,T0864,ARGO5,BP,municipal waste,9945.0
S0,T0864,ARGO6,BP,municipal waste,11169.0
S0,T0864,VF5,BP,municipal waste,13005.0
S0,T0864,VF6,BP,municipal waste,17136.0
S0,T0864,HOB_EL,HO,electricity,6425.3452800000005
S0,T0864,HOB_NG,HO,natural gas,7454.028589828014
S0,T0864,HP_AIR,HO,electricity,173.91267891200002
S0,T0865,FC,CO,electricity,2.396600909090909
S0,T0865,ARC,BP,municipal waste,34272.0
S0,T0865,ARGO5,BP,municipal waste,9945.0
S0,T0865,ARGO6,BP,municipal waste,11169.0
S0,T0865,VF5,BP,municipal waste,13005.0
S0,T0865,VF6,BP,municipal waste,17136.0
S0,T0865,HOB_EL,HO,electricity,6643.3777199999995
S0,T0865,HOB_NG,HO,natural gas,6415.701973711509
S0,T0865,HP_AIR,HO,electricity,179.81409028800002
S0,T0866,FC,CO,electricity,3.091529090909091
S0,T0866,ARC,BP,municipal waste,34272.0
S0,T0866,ARGO5,BP,municipal waste,9945.0
S0,T0866,ARGO6,BP,municipal waste,11169.0
S0,T0866,VF5,BP,municipal waste,13005.0
S0,T0866,VF6,BP,municipal waste,17136.0
S0,T0866,HOB_EL,HO,electricity,8569.71864
S0,T0866,HOB_NG,HO,natural gas,4506.482369416007
S0,T0866,HP_AIR,HO,electricity,231.953717856
S0,T0867,FC,CO,electricity,2.9824607792207796
S0,T0867,ARC,BP,municipal waste,34272.0
S0,T0867,ARGO5,BP,municipal waste,9945.0
S0,T0867,ARGO6,BP,municipal waste,11169.0
S0,T0867,VF5,BP,municipal waste,13005.0
S0,T0867,VF6,BP,municipal waste,17136.0
S0,T0867,HOB_EL,HO,electricity,8267.381280000001
S0,T0867,HP_AIR,HO,electricity,223.77045331200003
S0,T0868,FC,CO,electricity,3.000894199134199
S0,T0868,ARC,BP,municipal waste,34272.0
S0,T0868,ARGO5,BP,municipal waste,9945.0
S0,T0868,ARGO6,BP,municipal waste,11169.0
S0,T0868,VF5,BP,municipal waste,13005.0
S0,T0868,VF6,BP,municipal waste,17136.0
S0,T0868,HOB_EL,HO,electricity,8318.47872
S0,T0868,HOB_NG,HO,natural gas,13147.962554223059
S0,T0868,HP_AIR,HO,electricity,225.153490688
S0,T0869,FC,CO,electricity,2.797553333333333
S0,T0869,ARC,BP,municipal waste,34272.0
S0,T0869,ARGO5,BP,municipal waste,9945.0
S0,T0869,ARGO6,BP,municipal waste,11169.0
S0,T0869,VF5,BP,municipal waste,13005.0
S0,T0869,VF6,BP,municipal waste,17136.0
S0,T0869,HOB_EL,HO,electricity,7754.81784
S0,T0869,HOB_NG,HO,natural gas,31670.40801638264
S0,T0869,HP_AIR,HO,electricity,209.897069536
S0,T0870,FC,CO,electricity,2.6466424242424242
S0,T0870,ARC,BP,municipal waste,34272.0
S0,T0870,ARGO5,BP,municipal waste,9945.0
S0,T0870,ARGO6,BP,municipal waste,11169.0
S0,T0870,VF5,BP,municipal waste,13005.0
S0,T0870,VF6,BP,municipal waste,17136.0
S0,T0870,HOB_EL,HO,electricity,7336.4928
S0,T0870,HOB_NG,HO,natural gas,48289.254682328625
S0,T0870,HP_AIR,HO,electricity,198.57440512
S0,T0871,FC,CO,electricity,2.7669441125541123
S0,T0871,ARC,BP,municipal waste,34272.0
S0,T0871,ARGO5,BP,municipal waste,9945.0
S0,T0871,ARGO6,BP,municipal waste,11169.0
S0,T0871,VF5,BP,municipal waste,13005.0
S0,T0871,VF6,BP,municipal waste,17136.0
S0,T0871,HOB_EL,HO,electricity,7669.96908
S0,T0871,HOB_NG,HO,natural gas,48970.23081024248
S0,T0871,HP_AIR,HO,electricity,207.60049643200003
S0,T0872,FC,CO,electricity,2.5214603896103895
S0,T0872,ARC,BP,municipal waste,34272.0
S0,T0872,ARGO5,BP,municipal waste,9945.0
S0,T0872,ARGO6,BP,municipal waste,11169.0
S0,T0872,VF5,BP,municipal waste,13005.0
S0,T0872,VF6,BP,municipal waste,17136.0
S0,T0872,HOB_EL,HO,electricity,6989.488200000001
S0,T0872,HOB_NG,HO,natural gas,44638.24910167513
S0,T0872,HP_AIR,HO,electricity,189.18214728000004
S0,T0873,FC,CO,electricity,2.5756048051948053
S0,T0873,ARC,BP,municipal waste,34272.0
S0,T0873,ARGO5,BP,municipal waste,9945.0
S0,T0873,ARGO6,BP,municipal waste,11169.0
S0,T0873,VF5,BP,municipal waste,13005.0
S0,T0873,VF6,BP,municipal waste,17136.0
S0,T0873,HOB_EL,HO,electricity,7139.57652
S0,T0873,HOB_NG,HO,natural gas,33389.710760413
S0,T0873,HP_AIR,HO,electricity,193.24453780800002
S0,T0874,FC,CO,electricity,2.420853463203463
S0,T0874,ARC,BP,municipal waste,34272.0
S0,T0874,ARGO5,BP,municipal waste,9945.0
S0,T0874,ARGO6,BP,municipal waste,11169.0
S0,T0874,VF5,BP,municipal waste,13005.0
S0,T0874,VF6,BP,municipal waste,17136.0
S0,T0874,HOB_EL,HO,electricity,6710.6058
S0,T0874,HOB_NG,HO,natural gas,21783.821930948205
S0,T0874,HP_AIR,HO,electricity,181.63373032
S0,T0875,FC,CO,electricity,2.369021645021645
S0,T0875,ARC,BP,municipal waste,34272.0
S0,T0875,ARGO5,BP,municipal waste,9945.0
S0,T0875,ARGO6,BP,municipal waste,11169.0
S0,T0875,VF5,BP,municipal waste,13005.0
S0,T0875,VF6,BP,municipal waste,17136.0
S0,T0875,HOB_EL,HO,electricity,6566.928
S0,T0875,HOB_NG,HO,natural gas,14844.78206592577
S0,T0875,HP_AIR,HO,electricity,177.74485120000003
S0,T0876,FC,CO,electricity,2.376275844155844
S0,T0876,ARC,BP,municipal waste,34272.0
S0,T0876,ARGO5,BP,municipal waste,9945.0
S0,T0876,ARGO6,BP,municipal waste,11169.0
S0,T0876,VF5,BP,municipal waste,13005.0
S0,T0876,VF6,BP,municipal waste,17136.0
S0,T0876,HOB_EL,HO,electricity,6587.03664
S0,T0876,HOB_NG,HO,natural gas,10518.421165440333
S0,T0876,HP_AIR,HO,electricity,178.28912505600002
S0,T0877,FC,CO,electricity,3.2356582683982684
S0,T0877,ARC,BP,municipal waste,34272.0
S0,T0877,ARGO5,BP,municipal waste,9945.0
S0,T0877,ARGO6,BP,municipal waste,11169.0
S0,T0877,VF5,BP,municipal waste,13005.0
S0,T0877,VF6,BP,municipal waste,17136.0
S0,T0877,HOB_EL,HO,electricity,8969.24472
S0,T0877,HOB_NG,HO,natural gas,7743.929381047745
S0,T0877,HP_AIR,HO,electricity,242.76755708800002
S0,T0878,FC,CO,electricity,2.12021354978355
S0,T0878,ARC,BP,municipal waste,34272.0
S0,T0878,ARGO5,BP,municipal waste,9945.0
S0,T0878,ARGO6,BP,municipal waste,11169.0
S0,T0878,VF5,BP,municipal waste,13005.0
S0,T0878,VF6,BP,municipal waste,17136.0
S0,T0878,HOB_EL,HO,electricity,5877.23196
S0,T0878,HOB_NG,HO,natural gas,2027.5121843250538
S0,T0878,HP_AIR,HO,electricity,159.07707838400003
S0,T0879,FC,CO,electricity,2.2366945887445886
S0,T0879,ARC,BP,municipal waste,34272.0
S0,T0879,ARGO5,BP,municipal waste,9945.0
S0,T0879,ARGO6,BP,municipal waste,11169.0
S0,T0879,VF5,BP,municipal waste,13005.0
S0,T0879,VF6,BP,municipal waste,17136.0
S0,T0879,HOB_EL,HO,electricity,6200.1174
S0,T0879,HP_AIR,HO,electricity,167.81651096000002
S0,T0880,FC,CO,electricity,2.3423861038961036
S0,T0880,ARC,BP,municipal waste,34272.0
S0,T0880,ARGO5,BP,municipal waste,9945.0
S0,T0880,ARGO6,BP,municipal waste,11169.0
S0,T0880,VF5,BP,municipal waste,13005.0
S0,T0880,VF6,BP,municipal waste,17136.0
S0,T0880,HOB_EL,HO,electricity,6493.09428
S0,T0880,HOB_NG,HO,natural gas,11361.210113209778
S0,T0880,HP_AIR,HO,electricity,175.74641851200002
S0,T0881,FC,CO,electricity,2.821690952380952
S0,T0881,ARC,BP,municipal waste,34272.0
S0,T0881,ARGO5,BP,municipal waste,9945.0
S0,T0881,ARGO6,BP,municipal waste,11169.0
S0,T0881,VF5,BP,municipal waste,13005.0
S0,T0881,VF6,BP,municipal waste,17136.0
S0,T0881,HP_AIR,HO,electricity,211.70808612800002
S0,T0882,FC,CO,electricity,3.026078787878788
S0,T0882,ARC,BP,municipal waste,34272.0
S0,T0882,ARGO5,BP,municipal waste,9945.0
S0,T0882,ARGO6,BP,municipal waste,11169.0
S0,T0882,VF5,BP,municipal waste,13005.0
S0,T0882,VF6,BP,municipal waste,17136.0
S0,T0882,HP_AIR,HO,electricity,227.04306016000004
S0,T0883,FC,CO,electricity,2.8124943722943723
S0,T0883,ARC,BP,municipal waste,34272.0
S0,T0883,ARGO5,BP,municipal waste,9945.0
S0,T0883,ARGO6,BP,municipal waste,11169.0
S0,T0883,VF5,BP,municipal waste,13005.0
S0,T0883,VF6,BP,municipal waste,17136.0
S0,T0883,HOB_EL,HO,electricity,7796.2344
S0,T0883,HP_AIR,HO,electricity,211.01807776
S0,T0884,FC,CO,electricity,2.851949567099567
S0,T0884,ARC,BP,municipal waste,34272.0
S0,T0884,ARGO5,BP,municipal waste,9945.0
S0,T0884,ARGO6,BP,municipal waste,11169.0
S0,T0884,VF5,BP,municipal waste,13005.0
S0,T0884,VF6,BP,municipal waste,17136.0
S0,T0884,HOB_EL,HO,electricity,7905.604200000001
S0,T0884,HP_AIR,HO,electricity,213.97835368000003
S0,T0885,FC,CO,electricity,2.5865742857142853
S0,T0885,ARC,BP,municipal waste,34272.0
S0,T0885,ARGO5,BP,municipal waste,9945.0
S0,T0885,ARGO6,BP,municipal waste,11169.0
S0,T0885,VF5,BP,municipal waste,13005.0
S0,T0885,VF6,BP,municipal waste,17136.0
S0,T0885,HP_AIR,HO,electricity,194.067564768
S0,T0886,FC,CO,electricity,2.4731835064935064
S0,T0886,ARC,BP,municipal waste,34272.0
S0,T0886,ARGO5,BP,municipal waste,9945.0
S0,T0886,ARGO6,BP,municipal waste,11169.0
S0,T0886,VF5,BP,municipal waste,13005.0
S0,T0886,VF6,BP,municipal waste,17136.0
S0,T0886,HOB_EL,HO,electricity,6855.66468
S0,T0886,HP_AIR,HO,electricity,185.559990672
S0,T0887,FC,CO,electricity,3.397509090909091
S0,T0887,ARC,BP,municipal waste,34272.0
S0,T0887,ARGO5,BP,municipal waste,9945.0
S0,T0887,ARGO6,BP,municipal waste,11169.0
S0,T0887,VF5,BP,municipal waste,13005.0
S0,T0887,VF6,BP,municipal waste,17136.0
S0,T0887,HOB_EL,HO,electricity,9417.8952
S0,T0887,HP_AIR,HO,electricity,254.91103008000002
S0,T0888,FC,CO,electricity,4.206540346320346
S0,T0888,ARC,BP,municipal waste,34272.0
S0,T0888,ARGO5,BP,municipal waste,9945.0
S0,T0888,ARGO6,BP,municipal waste,11169.0
S0,T0888,VF5,BP,municipal waste,13005.0
S0,T0888,VF6,BP,municipal waste,17136.0
S0,T0888,HOB_EL,HO,electricity,11660.52984
S0,T0888,HP_AIR,HO,electricity,315.611674336
S0,T0889,FC,CO,electricity,4.354130779220779
S0,T0889,ARC,BP,municipal waste,34272.0
S0,T0889,ARGO5,BP,municipal waste,9945.0
S0,T0889,ARGO6,BP,municipal waste,11169.0
S0,T0889,VF5,BP,municipal waste,13005.0
S0,T0889,VF6,BP,municipal waste,17136.0
S0,T0889,HOB_EL,HO,electricity,12069.65052
S0,T0889,HP_AIR,HO,electricity,326.68520740800005
S0,T0890,FC,CO,electricity,4.292504112554113
S0,T0890,ARC,BP,municipal waste,34272.0
S0,T0890,ARGO5,BP,municipal waste,9945.0
S0,T0890,ARGO6,BP,municipal waste,11169.0
S0,T0890,VF5,BP,municipal waste,13005.0
S0,T0890,VF6,BP,municipal waste,17136.0
S0,T0890,HOB_EL,HO,electricity,11605.689432837018
S0,T0890,HP_AIR,HO,electricity,322.06143256
S0,T0891,FC,CO,electricity,4.423877662337662
S0,T0891,ARC,BP,municipal waste,34272.0
S0,T0891,ARGO5,BP,municipal waste,9945.0
S0,T0891,ARGO6,BP,municipal waste,11169.0
S0,T0891,VF5,BP,municipal waste,13005.0
S0,T0891,VF6,BP,municipal waste,17136.0
S0,T0891,HOB_EL,HO,electricity,12262.98888
S0,T0891,HOB_NG,HO,natural gas,3306.3429334439033
S0,T0891,HP_AIR,HO,electricity,331.918232352
S0,T0892,FC,CO,electricity,4.585590432900433
S0,T0892,ARC,BP,municipal waste,34272.0
S0,T0892,ARGO5,BP,municipal waste,9945.0
S0,T0892,ARGO6,BP,municipal waste,11169.0
S0,T0892,VF5,BP,municipal waste,13005.0
S0,T0892,VF6,BP,municipal waste,17136.0
S0,T0892,HOB_EL,HO,electricity,12711.25668
S0,T0892,HOB_NG,HO,natural gas,9028.380938248505
S0,T0892,HP_AIR,HO,electricity,344.05134747200003
S0,T0893,FC,CO,electricity,4.565290303030303
S0,T0893,ARC,BP,municipal waste,34272.0
S0,T0893,ARGO5,BP,municipal waste,9945.0
S0,T0893,ARGO6,BP,municipal waste,11169.0
S0,T0893,VF5,BP,municipal waste,13005.0
S0,T0893,VF6,BP,municipal waste,17136.0
S0,T0893,HOB_EL,HO,electricity,12654.98472
S0,T0893,HOB_NG,HO,natural gas,21666.97557574789
S0,T0893,HP_AIR,HO,electricity,342.52825308800004
S0,T0894,FC,CO,electricity,5.868156406926407
S0,T0894,ARC,BP,municipal waste,34272.0
S0,T0894,ARGO5,BP,municipal waste,9945.0
S0,T0894,ARGO6,BP,municipal waste,11169.0
S0,T0894,VF5,BP,municipal waste,13005.0
S0,T0894,VF6,BP,municipal waste,17136.0
S0,T0894,HOB_EL,HO,electricity,7801.146947452856
S0,T0894,HP_AIR,HO,electricity,440.28073342400006
S0,T0895,FC,CO,electricity,7.812533679653679
S0,T0895,ARC,BP,municipal waste,34272.0
S0,T0895,ARGO5,BP,municipal waste,9945.0
S0,T0895,ARGO6,BP,municipal waste,11169.0
S0,T0895,VF5,BP,municipal waste,13005.0
S0,T0895,VF6,BP,municipal waste,17136.0
S0,T0895,HP_AIR,HO,electricity,586.165026944
S0,T0896,FC,CO,electricity,5.994366406926407
S0,T0896,ARC,BP,municipal waste,34272.0
S0,T0896,ARGO5,BP,municipal waste,9945.0
S0,T0896,ARGO6,BP,municipal waste,11169.0
S0,T0896,VF5,BP,municipal waste,13005.0
S0,T0896,VF6,BP,municipal waste,17136.0
S0,T0896,HP_AIR,HO,electricity,449.750118272
S0,T0897,FC,CO,electricity,6.045884978354978
S0,T0897,ARC,BP,municipal waste,34272.0
S0,T0897,ARGO5,BP,municipal waste,9945.0
S0,T0897,ARGO6,BP,municipal waste,11169.0
S0,T0897,VF5,BP,municipal waste,13005.0
S0,T0897,VF6,BP,municipal waste,17136.0
S0,T0897,HP_AIR,HO,electricity,453.615494864
S0,T0898,FC,CO,electricity,4.805005887445888
S0,T0898,ARC,BP,municipal waste,34272.0
S0,T0898,ARGO5,BP,municipal waste,9945.0
S0,T0898,ARGO6,BP,municipal waste,11169.0
S0,T0898,VF5,BP,municipal waste,13005.0
S0,T0898,VF6,BP,municipal waste,17136.0
S0,T0898,HOB_EL,HO,electricity,8738.60238704778
S0,T0898,HP_AIR,HO,electricity,360.51382572800003
S0,T0899,FC,CO,electricity,5.646704458874459
S0,T0899,ARC,BP,municipal waste,34272.0
S0,T0899,ARGO5,BP,municipal waste,9945.0
S0,T0899,ARGO6,BP,municipal waste,11169.0
S0,T0899,VF5,BP,municipal waste,13005.0
S0,T0899,VF6,BP,municipal waste,17136.0
S0,T0899,HOB_EL,HO,electricity,8556.52002964805
S0,T0899,HP_AIR,HO,electricity,423.665459504
S0,T0900,FC,CO,electricity,5.750340692640693
S0,T0900,ARC,BP,municipal waste,34272.0
S0,T0900,ARGO5,BP,municipal waste,9945.0
S0,T0900,ARGO6,BP,municipal waste,11169.0
S0,T0900,VF5,BP,municipal waste,13005.0
S0,T0900,VF6,BP,municipal waste,17136.0
S0,T0900,HOB_EL,HO,electricity,7505.9897312565445
S0,T0900,HP_AIR,HO,electricity,431.44116176000006
S0,T0901,FC,CO,electricity,6.406706450216451
S0,T0901,ARC,BP,municipal waste,34272.0
S0,T0901,ARGO5,BP,municipal waste,9945.0
S0,T0901,ARGO6,BP,municipal waste,11169.0
S0,T0901,VF5,BP,municipal waste,13005.0
S0,T0901,VF6,BP,municipal waste,17136.0
S0,T0901,HOB_EL,HO,electricity,17759.39028
S0,T0901,HP_AIR,HO,electricity,480.6874969120001
S0,T0902,FC,CO,electricity,5.762497532467533
S0,T0902,ARC,BP,municipal waste,34272.0
S0,T0902,ARGO5,BP,municipal waste,9945.0
